,time,iiwa_joint_1,iiwa_joint_2,iiwa_joint_3,iiwa_joint_4,iiwa_joint_5,iiwa_joint_6,iiwa_joint_7,link_pos_1,link_pos_2,link_pos_3,link_pos_4,link_pos_5,link_pos_6,link_pos_7
238,1639136575779581216,-0.8347583580190219,-0.4057036949880748,0.22334439939726547,2.058424970065755,-2.3616577210930583,2.023123603901619,1.6753870686331216,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[-0.03706308372720884, -0.01094972987885885, 0.5464132535478522]","[-0.07059634995681481, -0.02085662833978038, 0.7331681019959164]","[-0.21805885535178735, -0.1079405006748568, 0.6116312405843849]","[-0.31112929818809837, -0.22758645129650862, 0.48198854248651957]","[-0.40819915582600624, -0.24444709023371386, 0.5051974113255104]"
239,1639136575879558712,0.7213576622904898,-1.1802358782619309,1.958521536362312,-1.9066739852676355,1.5190807917944542,-0.4839857346963508,2.294286453247858,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.05564187659437499, 0.06142501883641227, 0.5329532291256167]","[-0.1059845268457148, 0.11700003587947835, 0.7075299602392856]","[-0.22196880746301342, 0.183831667014143, 0.5457239661303903]","[-0.2763080934066366, 0.2577228434441782, 0.3686030299062313]","[-0.3066755794823661, 0.16587140464308686, 0.39837917773649567]"
240,1639136575979647022,-1.578952392136676,-0.5197561681222336,-0.3690543925274148,0.5330915101458764,-2.175100319837976,0.35483954997538536,-1.1031995870133842,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.1458162679919571, -0.12824144243797614, 0.4199484110556613]","[-0.27774527236623575, -0.24426941416686515, 0.49228268772510564]","[-0.37233042320701193, -0.08301960746661324, 0.3966158226172794]","[-0.403746136184298, 0.08745385959130458, 0.29794292863224525]","[-0.491376004016498, 0.13663523034693625, 0.3100956663611799]"
241,1639136576079696476,-1.7500588812370834,1.7396523425890575,-0.1939300523678522,-1.5429970312580812,-0.5751761670384816,0.6739758138215075,0.7347460249246334,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.0008506713590678006, 0.10429692034511573, 0.5222674649101244]","[0.0016203263991543537, 0.19866080065732158, 0.6871761236383519]","[0.041554371380665145, 0.37455989365396813, 0.7947157960126515]","[0.12546196932536569, 0.5447351592923565, 0.85623314293248]","[0.07561505370220634, 0.611824773448258, 0.9133274392786986]"
242,1639136576179556340,0.4388553761652423,-0.8434876471062822,-1.8062754103489098,-0.053960501158361485,-0.43615389199798216,-1.848746074381504,1.7650803107221482,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.036911299807410286, -0.20369601425128264, 0.304708503507661]","[-0.0703072377274839, -0.3879924080978406, 0.27277810191931545]","[-0.10496755370457661, -0.35237917523221035, 0.06874290853046286]","[-0.19145303556786122, -0.34506608387903703, -0.11084347770673406]","[-0.16621902471588035, -0.2641292055066786, -0.16614226987853656]"
243,1639136576279507773,0.6877139618089076,1.4298013594544232,1.0052018533093134,-1.2748962918366602,2.882015116111027,0.2132415493592892,-2.326603210198147,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.14199840516980777, -0.06665163287387035, 0.4796209610498292]","[-0.2704731527047674, -0.12695549118747118, 0.6059446877139898]","[-0.4091755584156233, -0.20422659147006844, 0.7433885661194609]","[-0.5802405883237886, -0.2538440752930344, 0.833162453423043]","[-0.5192719545659998, -0.19837798430138398, 0.8919147167651013]"
244,1639136576379606430,2.4859686677384194,0.40266739165213616,2.746791049617284,-0.5476912134015506,2.1233033035543376,0.2708963035783989,2.749690706031474,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.16065659284408584, 0.13197940631713753, 0.3695109383772448]","[0.30601255779767256, 0.25138934536669866, 0.3962113111947131]","[0.25689766867242886, 0.4305207124533062, 0.2982333494283135]","[0.1735530179472269, 0.6062825495433468, 0.25412058689604733]","[0.20647694293972108, 0.6681883344237763, 0.18111936114314217]"
245,1639136576479570439,0.32402566872218674,0.3831670923716861,-0.5326261264958188,1.4988366559948014,1.4491644959008974,1.0632118430986774,-1.0208368331717843,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.06523139247904644, 0.05017055621477021, 0.5332039873406994]","[-0.12425027138925566, 0.09556296421789455, 0.7080075949346503]","[-0.13197018890377046, 0.048440397461492056, 0.9125066574651607]","[-0.08438376418312671, -0.020472109281361856, 1.0935345243716745]","[-0.1323661737566099, 0.007216457334993064, 1.1782488776434443]"
246,1639136576579540394,1.920644719826296,-0.4867146502938338,2.1970094474962063,0.19640106953105896,-0.30726877867803104,0.2848803984308064,0.8611285205207202,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[0.0744249718325769, 0.02499660630001875, 0.534771900543179]","[0.1417618511094086, 0.04761258342950073, 0.7109940962727073]","[-0.045399247695320714, 0.09695229518582124, 0.7924576828498373]","[-0.1907239301944734, 0.1406441312586094, 0.9219036179621812]","[-0.23412298817222169, 0.21964052962066177, 0.8758429969018007]"
247,1639136576679549738,-2.1823617738483243,1.3265392699636456,1.8216231771315263,1.7439466063236693,-0.8909399047472983,-1.1743696483598294,-0.7696501592166496,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.033666175295772614, -0.09227232398141966, 0.5256135955904692]","[0.06412604818153812, -0.1757568075839428, 0.6935497058866262]","[0.12106136754087272, -0.2349320335103368, 0.886828421854036]","[0.1364517362796699, -0.24583157356341845, 1.085395354087767]","[0.1764277352354614, -0.325254089534032, 1.133763457879256]"
248,1639136576779532269,-0.0007799143028064393,0.249064213962614,-0.15097514440758708,0.9593064068392776,1.5612279312995088,-1.5148132465484747,-1.693538489394101,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.1169925820137486, -0.16683396924050897, 0.3907854552132124]","[-0.2228430133587648, -0.31777898903008284, 0.4367342004060807]","[-0.3738824923043098, -0.1841499658600429, 0.3781649254705042]","[-0.47528004647717575, -0.043188349164118595, 0.28001784896675885]","[-0.5045488561612615, 0.008736697955205763, 0.36182626088957215]"
249,1639136576879542217,-2.8313967213429803,-1.7821702248885125,1.967286586085923,1.7907943804587654,1.8157893176430009,-0.22230739315433512,2.3095265915247394,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.05176438708936924, -4.0371795038432085e-05, 0.5435201380683988]","[0.09859883255121832, -7.689865628577047e-05, 0.7276574058445594]","[-0.036409054963499866, 0.025889568186124857, 0.8863981155208589]","[-0.11301152109762463, 0.04353247798964333, 1.0697155449045241]","[-0.17390455914371789, -0.029929563706711397, 1.0359389798435223]"
250,1639136576981154843,-1.8621050890602635,-1.5146121309588774,-2.03827148277061,1.1241921305638751,-1.1308237538418278,1.5424021292667731,0.2372428084948699,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[0.19552671268626723, 0.06267482766747326, 0.2959412823273936]","[0.3724318336884198, 0.1193806241276371, 0.25607863300459766]","[0.2878711452325633, 0.29078941748951276, 0.3430758486272679]","[0.2577956192209027, 0.4791756294022762, 0.40130460351934216]","[0.18852826000193362, 0.5071286781913719, 0.46961382698312293]"
251,1639136577079573736,0.28569616263705605,0.4225426759856799,-0.13650886900944806,-1.961064824835425,-1.2671183225999894,-1.823583084221044,-1.1034792874801593,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.06021811025122273, 0.20083504858060658, 0.35179247469350505]","[0.11470116238417191, 0.3825429496770766, 0.3624618565590966]","[0.30129125598235845, 0.41613241972638626, 0.45277179218539665]","[0.4875492888501963, 0.39039088137329625, 0.5193285979637683]","[0.5011207444297808, 0.47485237101678607, 0.465221644984932]"
252,1639136577179616453,2.8830064437438865,-0.16797526904662785,-1.8320493009187064,-1.8063319545109304,-1.0227302998289207,1.2456507355726305,0.686107081951961,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[0.08262628040397306, 0.02426995572538731, 0.5315303292841418]","[0.15738339124543518, 0.0462284870968786, 0.7048196748269207]","[0.3017654800589095, 0.06109248620554895, 0.5530538224082837]","[0.4763285820494864, 0.06557747254795498, 0.4566582918016425]","[0.42309621843151374, 0.1504740575654819, 0.4423623022938894]"
253,1639136577279585226,-1.3018460052269671,0.8372940964422546,1.7187671208649182,0.04440810041694165,-1.9743177071346136,-1.4515892547649207,-0.3356708559254469,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.033941863799623134, -0.008977903651587175, 0.5470443119910098]","[0.064651169141864, -0.017100768861055514, 0.7343701180781207]","[0.15744801145920362, 0.16241072471848236, 0.6772354549674109]","[0.28254633240373495, 0.3175761928187885, 0.6695818541108266]","[0.29795053916018077, 0.3081827626064438, 0.5699828386385313]"
254,1639136577379755827,2.89495057297735,-0.2200811378152938,-0.8856552274199531,1.197705472641509,-2.7835549212153285,0.3377461044445864,-0.754003957741773,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.04145098958228198, -0.15038723089763584, 0.4805898155827466]","[0.07895426587191721, -0.28645186837622744, 0.6077901249194883]","[0.11171961648231879, -0.440028053671769, 0.74722034800418]","[0.08157935245263015, -0.5828859516779483, 0.883116173773321]","[0.14887174720085616, -0.531414423250925, 0.9385048492443512]"
255,1639136577479561515,2.2371574121785893,-0.30735676455783634,-0.5629750436755745,1.1816112476116754,-1.6091205955254615,1.0655957724956189,0.9859411657781796,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.04445747930733985, -0.01119297589469002, 0.5449347452831225]","[0.08468091296609723, -0.02131995408601675, 0.730351895777385]","[0.18101920195902835, -0.20172283706122543, 0.7780355815425148]","[0.2167237001261384, -0.39527665672298534, 0.8103867438860488]","[0.31038672540524676, -0.4335748609271516, 0.8128311763971019]"
256,1639136577579661405,-0.3647131011938738,-0.5632632726615732,-0.11599690094762673,-0.4309807994859278,1.4136956194143608,1.5727974018922102,0.6401600302849828,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.039271919589357426, -0.04994214755653905, 0.5401586826225829]","[0.07480365635992638, -0.09512790010823907, 0.7212546335668367]","[0.1049968090876116, -0.30128321712243594, 0.7474912262407838]","[0.12135359265297826, -0.4969190029557985, 0.712226726630575]","[0.20691805176379255, -0.5179826160621933, 0.7620317217613637]"
257,1639136577679529865,2.598225745025355,1.719905283803909,0.9966257031956128,0.05936670114117915,-1.064749738740667,-1.047085747709959,-2.5945673468668566,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.10475395369923367, 0.03999435803773535, 0.5175586114766846]","[-0.19953134037912987, 0.07617972959654366, 0.6782068790032296]","[-0.22949517813840073, 0.0767512534582165, 0.8860574065156986]","[-0.20785599808521715, 0.041810976405349816, 1.0812378689756863]","[-0.20972527166115165, 0.1430112213321074, 1.0805263613772793]"
258,1639136577779534414,-2.441181154583129,1.8262562671910336,-2.6161848935036116,2.0536582218804957,-2.5114505570086094,-0.7837663190828676,2.7577410700035023,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[-0.17775970052574347, 0.10736963008079299, 0.30880302249717667]","[-0.33858990576379694, 0.20451358110547296, 0.28057718570886914]","[-0.5114880778813975, 0.3211687595057195, 0.2561274120739423]","[-0.6345024960333875, 0.47718660994530027, 0.23850999821889607]","[-0.7109526089933751, 0.449427059096706, 0.29876178296498845]"
259,1639136577879543043,2.2003820180045026,0.6482336310301121,2.339309334382828,0.0037730933822781596,1.2619463665905941,1.4190119994487875,-1.834113650067713,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.15535051213366668, -0.13095924844162182, 0.28693500563070734]","[-0.29590573739685305, -0.24944618750855602, 0.23892382024892836]","[-0.1325609570329319, -0.23375849349780659, 0.10788039620755394]","[0.007923785246197593, -0.1593355899541732, -0.012576063207878019]","[0.024578058772921803, -0.22095988256579105, -0.0911290499965084]"
260,1639136577979601529,-2.6496309654779813,0.7026604959983849,-2.8184003414619396,1.1439253032949428,2.1638616544289,-1.0458501466407428,1.898344421516464,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.07465736061651611, 0.10248369689304768, 0.5074018230991211]","[-0.14220449641318209, 0.19520704170052072, 0.6588606154268737]","[-0.2166593888953191, 0.2983802738837076, 0.8259287247306772]","[-0.3154305049309543, 0.3424524153992456, 0.9935187094532418]","[-0.22600564953743463, 0.3724708208409526, 1.0302281165934473]"
261,1639136578079531555,2.480336567504167,-0.019220005469851482,1.2850497034431547,1.020065003106883,0.7156698828833146,1.9622879469900438,-0.3947658635905991,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.1196181240458462, -0.06410461862981412, 0.5002563642108437]","[-0.22784404580119874, -0.12210403548619439, 0.6452502175444389]","[-0.3706113919242271, -0.2674931884158977, 0.5944616450957986]","[-0.5381573368320579, -0.37559507185905283, 0.5892819596821331]","[-0.5013303991114461, -0.4698659263111034, 0.5877744256021005]"
262,1639136578179686003,1.7939306396167551,2.0587830557295517,2.0958195001559905,1.2085005508701467,-0.5964075372449242,-1.0778204262246145,-1.8596735336889905,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.003185260529689068, -0.00247851349952319, 0.5499612132899567]","[0.006067162913091143, -0.004720978095039963, 0.7399261205522992]","[0.15297460814266048, 0.09851561911698237, 0.8488316187248147]","[0.24273933215853127, 0.21652041544562195, 0.9822544517249833]","[0.2696895207926413, 0.11901781601626692, 0.9787301876734922]"
263,1639136578279591868,1.454607879721321,0.4324218667543729,-0.8037741746735905,-1.124005263472298,2.2227596916470067,-0.5701909883039327,-1.964607811623357,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.04104625175615127, 0.18088999012306112, 0.24154180232174932]","[-0.07818333667928662, 0.34455236213894014, 0.15246057585091638]","[0.08318780303143403, 0.4012618964764324, 0.030627148649315164]","[0.22620716089761383, 0.39921410972864596, -0.10838997204083992]","[0.3041742188207926, 0.43488388110619436, -0.054591316958420594]"
264,1639136578379553166,2.098644765157435,-0.6852878180222848,-2.3030113327027086,1.1653041643398458,0.268068392457399,0.8533839468404225,-1.8536078189263088,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.010202162483225578, 0.08741154967526507, 0.5306702306707435]","[0.019432690443319217, 0.16649818985779108, 0.7031813917537807]","[0.173109842089328, 0.3069895718100373, 0.730485322956406]","[0.303872451165458, 0.45417273341376496, 0.6985049069501351]","[0.39124468237117344, 0.4506132608112266, 0.7494844456782052]"
265,1639136578479611612,-0.5408049417633944,1.1435258726345672,2.1810551333391257,-1.0327235636719456,-2.151992856065155,-1.336695511319205,1.5933164383957998,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.0669426094742694, -0.114818374701329, 0.5025897532679126]","[0.1275097323311227, -0.21870166609821184, 0.6496947681293821]","[-0.020369043624291733, -0.24999177626832136, 0.7954781575380208]","[-0.16055534167541158, -0.33566382704103953, 0.9085824967789154]","[-0.14880744315218733, -0.30400574478120873, 1.0040038922199688]"
266,1639136578579682590,-1.3049250931958627,1.8151825289673087,-0.6872150878664361,1.7385606313235984,0.2619601546189361,-1.8927042374178829,2.146094308668873,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.3400000000000001]","[0.16384703388901817, -0.09839412889140499, 0.42702151966882984]","[0.31208958836052764, -0.18741738836379174, 0.5057552755596402]","[0.43542567943318167, -0.08910704747183147, 0.6444033390608106]","[0.5557951618790141, -0.05256318571021741, 0.799194242744685]","[0.49530752998230787, 0.02348551191747944, 0.8275373543709632]"
267,1639136578679637184,-2.166020824616095,-1.8609007366880288,-0.6627632156683614,0.5930355536602523,0.4499018087562985,1.7506335454249757,-0.9449422061939026,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.05353795491327307, -0.19660074105325537, 0.2891882297000472]","[0.10197705697855813, -0.37447760200594704, 0.24321567561909943]","[0.22994858786058237, -0.3445032113143453, 0.40699852938095793]","[0.3100551154431158, -0.35252116335174344, 0.5894900269467206]","[0.289226050017463, -0.2593526272322785, 0.5558557600326075]"
268,1639136578779594199,0.8428197681554672,1.5305997553267634,-1.7304642696343815,0.6601169758237146,2.3247890535371485,1.4059316763948768,2.85775032783686,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.11282575054983983, 0.16661880949688712, 0.27992902252580415]","[0.21490619152428114, 0.3173691609459394, 0.2255790905253789]","[0.35342303677503584, 0.39313360495638583, 0.08711309251299174]","[0.43721718385209524, 0.5012197275378031, -0.05807788868399247]","[0.49398605953053853, 0.5096515913669496, 0.025298897213355404]"
269,1639136578879644867,-0.3499580607889854,-2.047627948136131,-1.6333127561085652,1.8850294408245367,-1.5622578252332509,-0.4034294261803153,0.30215070652192066,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.139612828668439, 0.15664303761086912, 0.34843900700538566]","[0.26592919746299987, 0.29836769068798996, 0.35607429905783816]","[0.2818498428667082, 0.5073086814649107, 0.3422831633871227]","[0.3459340467460904, 0.6902979596126757, 0.2954576479483611]","[0.25175351711116345, 0.7087102042818314, 0.26326281786762007]"
270,1639136578979609964,2.6561015194431827,-0.6142656655136021,1.9550733466449297,-0.7586672730865829,-2.435746953837388,1.1801530073634845,0.4287521302030073,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.1752663793515869, 0.06396889281564455, 0.24361702940391278]","[-0.3338407225741492, 0.12184551012591736, 0.15641338934082122]","[-0.21670683590267922, 0.29128214401658437, 0.19728978459572724]","[-0.06823093499172381, 0.40917317827330746, 0.25926640027099884]","[-0.08335004565229936, 0.5076590298704022, 0.2770832329869526]"
271,1639136579079551583,0.7092874822390249,-0.12630857179842492,2.448620374944374,-0.08552104514225345,-0.5083883598788881,-1.1019331804843646,-2.9641981034615683,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[0.10704917333927445, -0.05648025198383555, 0.5116113505081189]","[0.2039031873124412, -0.10758143235097084, 0.6668787628726299]","[0.25824037523537224, -0.28768323355312414, 0.7602104895917265]","[0.3648661996582655, -0.4314160815411518, 0.8482803026685631]","[0.3010071822655974, -0.44673008207719334, 0.9253062546927024]"
272,1639136579179719016,-1.4120123933854771,-0.03846145870922468,1.1032639892658316,0.5346405487153878,1.5643146937434778,-0.8591334461141118,-0.16655862640073724,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.02007423487738221, -0.017229525189202052, 0.5483270711065712]","[-0.038236637862256784, -0.03281814321679633, 0.7368134687744262]","[-0.07608923226930876, -0.05020573982577749, 0.9426407084217057]","[-0.08234975601849019, -0.012941194943266714, 1.1384892456566953]","[-0.05415139957527733, -0.1036874028190644, 1.1733528147520136]"
273,1639136579279536947,0.33070639477734565,-1.5604573309755867,0.2414626532262365,-1.852278016095417,0.3000155794669359,-1.2669454910525828,1.776813926332117,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.0012767858392110564, 0.007973335085566717, 0.5498446943468767]","[-0.002431973026143875, 0.015187304924997286, 0.7397041797083378]","[-0.1054670074820322, 0.05452698033307425, 0.9184111230918032]","[-0.14924087200630473, 0.07506647874793287, 1.11192202146571]","[-0.24361417263939047, 0.04172837348728528, 1.1270131070875997]"
274,1639136579379548956,0.7178753479048869,1.3801842659405903,-1.8269453855216775,-1.0996384485342898,-1.8659196054032108,1.582646548672611,-2.6355277116563243,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.19861015742130955, -0.0681857131285297, 0.34217115044077806]","[-0.378305061755177, -0.12987754881536695, 0.34413552464914043]","[-0.3368837477773719, -0.06465371024149581, 0.5394048914992474]","[-0.264350502040636, -0.054398204639456285, 0.724926434366217]","[-0.35585384502118955, -0.03739882448085966, 0.7647215257419968]"
275,1639136579479615597,2.213158615971612,1.2170316034142659,-0.6311981717646855,0.2617098847908745,0.6558101061291484,-1.8356834006573102,-2.537584251422397,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.15530829098016752, 0.1356331920491956, 0.3797865802421575]","[0.2958253161520937, 0.2583489372372687, 0.4157839623659757]","[0.47862577489108526, 0.17766656318982577, 0.48039314749381]","[0.6718456377630334, 0.15689038290982554, 0.5253255959550108]","[0.6286754613079463, 0.13216920877379607, 0.6134771099191667]"
276,1639136579579555651,-2.202414180005442,0.7248730219326864,0.43404076685400383,0.3623969795443278,-0.4817532057640346,-1.6531895018957168,2.2695314630048062,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.3400000000000001]","[-0.11801791735685943, 0.1577311274935487, 0.41275068798549874]","[-0.22479603306143764, 0.3004402428443082, 0.47857273901996067]","[-0.3553638174876236, 0.42142451967167116, 0.589994722625518]","[-0.43098638508320897, 0.5741199328221547, 0.6936761002834866]","[-0.4328993489007485, 0.48732205866586453, 0.7457141595418948]"
277,1639136579679535100,-2.5158207051688484,-1.1147810754554324,-1.0097869184698849,-0.5665730103817401,1.9800234874643563,-0.23028299801520855,-0.3309990951254509,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.082213537089873, -0.11237566201317087, 0.49720256011361164]","[-0.15659721350378658, -0.21404888002566047, 0.6394334478354247]","[-0.22888417994799276, -0.25983131514798663, 0.8312108268887536]","[-0.3381497980055713, -0.2598242370810667, 0.9980805804703905]","[-0.2436020561840384, -0.24348717431316336, 1.0303189876358558]"
278,1639136579779468674,0.05488776594232814,-0.31339538783466225,2.482306167691984,-1.1297585250392983,-1.728280368488532,1.653517609124413,2.31255573797362,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.3400000000000001]","[0.15281461416849026, 0.11043283694820769, 0.43247855005408575]","[0.29107545555956005, 0.21034826085296476, 0.5161496191506747]","[0.34270646896813484, 0.365411322330257, 0.6480195756217872]","[0.3356715236250731, 0.5000955080829587, 0.7949725260928544]","[0.40151928298389206, 0.576287998706666, 0.8051836455211707]"
279,1639136579879650800,-2.361475255146431,-0.4838209462528107,-0.2364759256632003,-0.5951317989953724,-1.2968855020301486,1.3056872366770365,1.0057609055112358,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.06464348982252369, -0.00355170415708216, 0.5397713808861164]","[-0.12313045680482074, -0.006765150774463643, 0.7205169159735673]","[-0.29968713197499536, 0.10003658383681942, 0.7595185817953564]","[-0.46116952642737713, 0.17333559999463197, 0.850815791567737]","[-0.41015746004926784, 0.25545674487082004, 0.820826182566293]"
280,1639136579979484430,1.1033506823579473,1.9960249578417355,1.5082113026426611,-0.6893254036011223,0.8121766015165433,-1.0557743922320877,2.145668891467452,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[0.06943726791532462, 0.06870774976743638, 0.5258970439419378]","[0.1322614626964861, 0.13087190431824064, 0.6940896075084714]","[0.09834177311348874, 0.1361103545800947, 0.9012658930660786]","[0.10725404363738136, 0.1865425582769723, 1.094039475966811]","[0.006343370045651095, 0.1928012212701918, 1.0988721866761975]"
281,1639136580079480380,1.16464160666855,1.6530605942950445,1.1442342479149257,-0.8415229131124806,0.9699442331967599,-1.4696937609890557,0.4467362519262044,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[0.08620044951734673, 0.17077627021022646, 0.2533688968320785]","[0.16419133241315598, 0.3252881337341695, 0.17498837491820896]","[0.11015556101752044, 0.5140624179536686, 0.1005276132574903]","[0.013663960243710416, 0.6600531906419114, 0.004816823531371001]","[0.09080139861806275, 0.7095901288411295, -0.03809468255836976]"
282,1639136580179481750,0.4447695354739865,0.3403463234931432,1.109754921127585,0.9652878608567894,-0.9736149105161211,0.16255123269866578,0.3493862535716987,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[0.08268618199214493, 0.19226342647642528, 0.32274398229294765]","[0.15749748950799153, 0.3662160504316509, 0.3071313948436706]","[0.0795307904508743, 0.5457573758216806, 0.23106493498567282]","[-0.022031558499178205, 0.6770085584558574, 0.12041817121520482]","[0.06842717867771642, 0.7208869719931966, 0.10869675091697464]"
283,1639136580279774205,-2.1788195011842366,1.8267882639659676,-1.960505179894929,-0.4661400208793061,-2.426517345269516,0.13903708479348342,-2.806838387868789,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[0.06328072732882516, 0.03016088002682344, 0.5379542140615917]","[0.12053471872120486, 0.057449295290043265, 0.7170556458315902]","[0.15772091481419517, -0.09612979471076544, 0.8553692385643985]","[0.21166764090682888, -0.27057161283769987, 0.9356455914490182]","[0.21765347984037267, -0.28893563272516765, 1.0350056563938153]"
284,1639136580379567336,2.4894632723370056,0.8952134342870917,-2.8178163673036867,1.0543694748509806,-0.9283573589140716,0.8225501655605574,1.2665306634099325,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.11605243062233297, -0.1667466846726883, 0.28682691942988775]","[-0.22105224880367447, -0.3176127327104058, 0.23871794177117672]","[-0.40156839117623183, -0.4241482060088825, 0.2259071934714023]","[-0.5539901017764431, -0.5319630263495538, 0.15570693241338202]","[-0.6284783321159428, -0.5706734994556264, 0.21226215156063347]"
285,1639136580479682785,-0.3498922505517412,-0.3025724066644033,2.4202459889869385,-1.7102939907498618,1.9964820266616503,-1.2704850457115917,-1.371288855922421,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[-0.13024432344797238, 0.09945063533852969, 0.4713239785429254]","[-0.2480844256157697, 0.18942978159647494, 0.5901409115103035]","[-0.4337024102534365, 0.2580633875538401, 0.5198885669776115]","[-0.6065460328084002, 0.27091817562599513, 0.4211752114187144]","[-0.6776989508464594, 0.30938941004732823, 0.48202516110454485]"
286,1639136580579571484,2.8944082974627894,-1.0609561471537172,-0.4399285313812729,-1.8751173462875372,-1.7749406969721788,0.3770717057223241,0.038372580614832515,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.058783667561378525, 0.02145053609739792, 0.5404603575003486]","[-0.11196889059274776, 0.04085816399590475, 0.721829252381628]","[-0.1967517806700196, 0.21799002223967182, 0.6474238335920316]","[-0.2759957754737692, 0.35373734345654584, 0.5246331821971224]","[-0.21241917510026465, 0.42586548139865776, 0.556272360472662]"
287,1639136580679551189,0.7175213151640807,0.7674750954998957,-0.06836217864210202,1.5616710953099946,-2.341608543741416,-0.291728072373072,-1.5594996923787598,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.17772157939292935, -0.04484712451427926, 0.442487929244782]","[0.33851729408152403, -0.08542309431381029, 0.5352151033234285]","[0.2203611251063449, 0.03239200513233228, 0.6627247973690361]","[0.15047597656239106, 0.12598527340123827, 0.8244061387406801]","[0.08773084739511353, 0.2050847332552148, 0.8172079294778954]"
288,1639136580779661610,1.0331758305528114,0.16449503265423893,-1.3091792436000949,0.8504212598526908,1.8447824820538128,-1.8407655029630656,-2.502182359019104,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.10985671746271611, 0.09587107798950412, 0.49112987141345477]","[0.20925089040458308, 0.18261157712358453, 0.6278664217398868]","[0.0872254416783513, 0.0951593849746281, 0.7747061437210446]","[-0.07236447612328484, 0.029147141530164157, 0.8744955812958497]","[-0.07002303983089879, 0.004303278995263109, 0.9725914026667707]"
